tweet,emotion,clean_text,clean_text2
چند سال است یک حرکت موذیانهای شروع شده در تطهیر رژیم طاغوت، رژیم پهلوی. هدفش این است که یک جوان امروز بگوید «عجب! اینها آدمهای بدی نبودند، اوضاع بدی نبود؛ پس چرا انقلاب کردید؟». اصلاً همه برمیگردد به مسئله زیر سؤال بردن انقلاب؛ اینها از خارج دارد انجام میگیرد.,4,چند سال است یک حرکت موذیانهای شروع شده در تطهیر رژیم طاغوت رژیم پهلوی هدفش این است که یک جوان امروز بگوید عجب اینها آدمهای بدی نبودند اوضاع بدی نبود پس چرا انقلاب کردید اصلا همه برمیگردد به مسئله زیر سؤال بردن انقلاب اینها از خارج دارد انجام میگیرد,"['سال', 'حرکت', 'موذیانهای', 'شروعشده', 'تطهیر', 'رژیم', 'طاغوت', 'رژیم', 'پهلوی', 'هدف', 'جوان', 'امروز', 'بگوید', 'عجب', 'اینها', 'آدمهای', 'بدی', 'نبودند', 'اوضاع', 'بدی', 'انقلاب', 'کردید', 'اصلا', 'برمیگردد', 'مسئله', 'سؤال', 'بردن', 'انقلاب', 'اینها', 'خارج', 'انجام']"
من سعی کردم در انتخاب کلمات دقت کنم و بخاطر همین از کلمهی «انتقاد» استفاده کردم، یعنی اینکه نظری رو دارم تایید (endorse) میکنم که باهاش موافق هستم، و البته مخالف یک سری از نظرهای دیگه است (بخاطر همین انتقاد)؛ ولی قضاوتی در مورد درستی یا نادرستی هیچکدوم انجام نمیدم. …,4,من سعی کردم در انتخاب کلمات دقت کنم و بخاطر همین از کلمهی انتقاد استفاده کردم یعنی اینکه نظری رو دارم تایید endorse میکنم که باهاش موافق هستم و البته مخالف یک سری از نظرهای دیگه است بخاطر همین انتقاد ولی قضاوتی در مورد درستی یا نادرستی هیچکدوم انجام نمیدم,"['انتخاب', 'کلمات', 'دقت', 'بخاطر', 'کلمهی', 'انتقاد', 'استفاده', 'نظری', 'دار', 'تایید', 'endorse', 'با', 'موافق', 'هس', 'مخالف', 'سری', 'نظر', 'دیگه', 'بخاطر', 'انتقاد', 'قضاوت', 'درستی', 'نادرستی', 'هیچکدوم', 'انجام', 'نمید']"
یه پروژه ی سخت دیگه هم با موفقیت تموم شد . بریم برای سونا و چکوزی که بشوره و ببره :),2,یه پروژه ی سخت دیگه هم با موفقیت تموم شد بریم برای سونا و چکوزی که بشوره و ببره,"['یه', 'پروژه', 'سخت', 'دیگه', 'موفقیت', 'تموم', 'بر', 'سونا', 'چکوزی', 'بشوره', 'ببره']"
"کیفیت صداش فوق العادس، فعالیت ورزشی رو هم با نصب نرم افزارهاش تحت نظر میگیره. تو شگفت انگیز مناسبه""",4,کیفیت صداش فوق العادس فعالیت ورزشی رو هم با نصب نرم افزارهاش تحت نظر میگیره تو شگفت انگیز مناسبه,"['کیفیت', 'صدا', 'العادس', 'فعالیت', 'ورزشی', 'نصب', 'نرم', 'افزار', 'میگیره', 'شگفتانگیز', 'مناسبه']"
بعد الان که فکر میکنم میبینم رزومه ندم بهتره اصلا ،چون حتی مصاحبه بدم و ... نمیتونم برم فکر کنم! نمیدونما.حالا روش فکر مینمایم:)),4,بعد الان که فکر میکنم میبینم رزومه ندم بهتره اصلا چون حتی مصاحبه بدم و نمیتونم برم فکر کنم نمیدونماحالا روش فکر مینمایم,"['الان', 'میبینم', 'رزومه', 'ندم', 'بهتره', 'اصلا', 'مصاحبه', 'بدم', 'نمیتونم', 'بر', 'نمیدونماحالا', 'مینمایم']"
درود بر شرف شما دکتر سعید سکویی، حرف دل ما را میزنید دوستان اگر تاکنون نمیدانستید از اکنون بدانید چنانچه شما در هر رای گیری و انتخابات رژیم شرکت کنید، فردا این کشورهای گرگ همسایه و یا اروپایی همان انتخابات را دلیل بر مشروعیت نظام میکنند و کار ما برای پس گرفتن حق خود دشوارتر میشود,5,درود بر شرف شما دکتر سعید سکویی حرف دل ما را میزنید دوستان اگر تاکنون نمیدانستید از اکنون بدانید چنانچه شما در هر رای گیری و انتخابات رژیم شرکت کنید فردا این کشورهای گرگ همسایه و یا اروپایی همان انتخابات را دلیل بر مشروعیت نظام میکنند و کار ما برای پس گرفتن حق خود دشوارتر میشود,"['درود', 'شرف', 'دکتر', 'سعید', 'سکو', 'حرف', 'دل', 'میزنید', 'دوستان', 'نمیدانستید', 'بدانید', 'چنانچه', 'رای', 'انتخابات', 'رژیم', 'شرکت', 'فردا', 'کشور', 'گرگ', 'همسایه', 'اروپایی', 'انتخابات', 'دلیل', 'مشروعیت', 'نظام', 'کار', 'گرفتن', 'حق', 'دشوار']"
دلت همیشه شاد بهاری باشه عزیزم❤️❤️❤️❤️,2,دلت همیشه شاد بهاری باشه عزیزم,"['دل', 'شاد', 'بهاری', 'باشه', 'عزیز']"
چرا یه دختر باید به حدی از تنفر رسیده باشه که بگه از همه پسرها متنفرم کاش با هم در صلح و محبت بودیم این نگاه خیلی ترسناک,3,چرا یه دختر باید به حدی از تنفر رسیده باشه که بگه از همه پسرها متنفرم کاش با هم در صلح و محبت بودیم این نگاه خیلی ترسناک,"['یه', 'دختر', 'حدی', 'تنفر', 'رسیده', 'باشه', 'بگه', 'پسر', 'متنفر', 'کاش', 'صلح', 'محبت', 'بودیم', 'نگاه', 'ترسناک']"
بینهایت بد .اصلا یشنهاد نمیکنم.تازه گرفتم و با اونی که تو سایته خیلی فرق داره حداقل از لحاظ ظاهری.میخوام عودت بدم..,5,بینهایت بد اصلا یشنهاد نمیکنمتازه گرفتم و با اونی که تو سایته خیلی فرق داره حداقل از لحاظ ظاهریمیخوام عودت بدم,"['بینهایت', 'بد', 'اصلا', 'یشنهاد', 'نمیکنمتازه', 'گرف', 'اونی', 'سایته', 'فرق', 'داره', 'ظاهریمیخوام', 'عودت', 'بدم']"
حالا اون انتخابهای بین بد و بدتر خیلی از رای دهندگان که داستان جدایی بوده و ارتباط چندانی به این موضوع امیدِ به موفقیت اصلاحاتی پایدار در ساختار حکومتی ایران نداشت.,4,حالا اون انتخابهای بین بد و بدتر خیلی از رای دهندگان که داستان جدایی بوده و ارتباط چندانی به این موضوع امید به موفقیت اصلاحاتی پایدار در ساختار حکومتی ایران نداشت,"['اون', 'انتخاب', 'بد', 'بدتر', 'رای', 'دهندگان', 'داستان', 'جدایی', 'ارتباط', 'چندانی', 'موضوع', 'امید', 'موفقیت', 'اصلاحات', 'پایدار', 'ساختار', 'حکومتی', 'ایران', 'ندا']"
میخوام یه فحش رو بذارم کنار امروز فهمیدم فقط تو رانندگی اونم وقتی اعصابم رو خورد میکنن میگم!چیکار کنم؟؟؟ پ ن: فحشش خیلی زشته,0,میخوام یه فحش رو بذارم کنار امروز فهمیدم فقط تو رانندگی اونم وقتی اعصابم رو خورد میکنن میگمچیکار کنم پ ن فحشش خیلی زشته,"['میخوام', 'یه', 'فحش', 'بذار', 'امروز', 'فهمیدم', 'رانندگی', 'اون', 'اعصاب', 'خورد', 'میکنن', 'میگمچیکار', 'پ', 'ن', 'فحش', 'زشته']"
تو توییتر نسبت به دونفر حس تنفر شدیدی دارم و با افتخار بلاکشون کردم یکیشون خانوم اند و فوق العاده خودخواه و از خود راضی اونیکی هم یه اقای به ظاهر انقلابی بی ادب که تهمت بدی به بنده زدند,3,تو توییتر نسبت به دونفر حس تنفر شدیدی دارم و با افتخار بلاکشون کردم یکیشون خانوم اند و فوق العاده خودخواه و از خود راضی اونیکی هم یه اقای به ظاهر انقلابی بی ادب که تهمت بدی به بنده زدند,"['توییتر', 'دونفر', 'حس', 'تنفر', 'شدید', 'دار', 'افتخار', 'بلاکشون', 'یکیشون', 'خانوم', 'فوقالعاده', 'خودخواه', 'راضی', 'اونیک', 'یه', 'اقای', 'ظاهر', 'انقلابی', 'بیادب', 'تهمت', 'بدی', 'بنده', 'زدند']"
معلومه که آقایون باید ناراحت باشن چونکه اصن این حرفها به نفعشون نیست .اما همین آقایون همین حرفهارو واسه دخترای خودشون صادق میدونن,4,معلومه که آقایون باید ناراحت باشن چونکه اصن این حرفها به نفعشون نیست اما همین آقایون همین حرفهارو واسه دخترای خودشون صادق میدونن,"['معلومه', 'آقایون', 'ناراحت', 'باشن', 'چونکه', 'اصن', 'حرفها', 'نفعشون', 'آقایون', 'حرفهارو', 'واسه', 'دخترای', 'خودشون', 'صادق', 'میدونن']"
دلم تنگ شده واسه دوستت دارم گفتن های بی هوات,5,دلم تنگ شده واسه دوستت دارم گفتن های بی هوات,"['دلم', 'تنگ', 'واسه', 'دوستت', 'دار', 'گفتن', 'هو']"
بعد از اینکه به دستم رسید چون راضی بودم میخواستم یکی دیگه سفارش بدم ولی دیدم قیمتش رفته بالاعجب عکس پرمعنایی مردم، زیر چتر امنیتی که موشکهای بالستیک برای کشور ایجاد کردهاند، در راهپیمایی 22 بهمن حضور یافتهاند عقلانی است که این توان مهم را به چوب حراج مذاکره بگذاریم؟ #۲۲بهمن_تماشایی #22Bahman,6,بعد از اینکه به دستم رسید چون راضی بودم میخواستم یکی دیگه سفارش بدم ولی دیدم قیمتش رفته بالاعجب عکس پرمعنایی مردم زیر چتر امنیتی که موشکهای بالستیک برای کشور ایجاد کردهاند در راهپیمایی 22 بهمن حضور یافتهاند عقلانی است که این توان مهم را به چوب حراج مذاکره بگذاریم,"['دستم', 'راضی', 'بودم', 'میخواستم', 'دیگه', 'سفارش', 'بدم', 'دید', 'قیمت', 'رفته', 'بالاعجب', 'عکس', 'پرمعنا', 'مردم', 'چتر', 'امنیتی', 'موشک', 'بالستیک', 'کشور', 'ایجاد', 'کردهاند', 'راهپیمایی', 'بهمن', 'حضور', 'یافتهاند', 'عقلانی', 'توان', 'چوب', 'حراج', 'مذاکره', 'بگذار']"
گفته بودم من کلا فیلم ترسناک نمیبینم؟,1,گفته بودم من کلا فیلم ترسناک نمیبینم,"['گفته_بودم', 'کلا', 'فیلم', 'ترسناک', 'نمیبینم']"
